9d09e145c6b5d33,REX/ai/skullbreaker/electric_body_loop
a89854a694ebbbe,water/fx_water_splash_thick_xxlg_vista_blood
792082a098f3469,water/fx_water_splash_thick_xxxlg_vista
a74e31065c7053a,water/fx_water_splash_thick_xxxlg_vista_blood
d6a37cee4192865,water/fx_water_splash_veiled
f1a53dfe1df77b5,water/fx_water_splash_wall_sm
4d0ed7d0f5c95c6,water/fx_water_splash_wharf_blackstation
1187da0df2c1941,water/fx_water_splash_wharf_blackstation_runner
cb81588f8ce0ccd,water/fx_water_splash_xlg
f90943449af2130,water/fx_water_splash_xlg_runner
3a8a30efcb2498c,water/fx_water_splash_xlg_swamp_biodome
80c75bf283664fd,water/fx_water_splash_xxlg
469caae80359316,water/fx_water_splash_xxlg_blood
e50b7bb65e0565c,water/fx_water_splash_xxlg_swamp_biodome
e21c1d11bafa16d,water/fx_water_splash_xxxlg
977948799296e66,water/fx_water_splash_xxxlg_blood
d078401921804ac,water/fx_water_splash_xxxlg_swamp_biodome
6af3ef7b79afe2d,water/fx_water_spray_lotus
8d7f6ad15941101,water/fx_water_spray_splashes_lotus
383647bda89f1a8,water/fx_water_sprinkler_ceiling_prologue
e6b30cc40f04b6f,water/fx_water_sprinkler_ceiling_start
878cd05f9c0f173,water/fx_water_stream_biodomes
4227993cfa5b582,water/fx_water_stream_drip_apt
1315bfce81393f0,water/fx_water_stream_fall_md
40607a42b3267bb,water/fx_water_stream_falling_thin_15x200
aefcca425ee03f0,water/fx_water_stream_falling_thin_15x300
f554ea443ba2ab2,water/fx_water_stream_falling_thin_15x500
ab5b55d5a0cd42f,water/fx_water_stream_falling_thin_75x1500
3a237519f35acc,water/fx_water_stream_falling_thin_75x2500
71d017d4090bc11,water/fx_water_stream_sheet_lg_eva
b866d471c65a310,water/fx_water_stream_sheet_md
724b08198a7b981,water/fx_water_stream_sheet_md_eva
909ed4a60ce3465,water/fx_water_stream_sm_apt
6e37f462c62f4ed,water/fx_water_stream_sm_apt_lng
fb34687543fa511,water/fx_water_stream_sm_spire
7640249d36cdd33,water/fx_water_stream_subway_blkstn
af7575f60de84c2,water/fx_water_stream_thin_apt
592377d75715f5d,water/fx_water_stream_thin_long
383331cb0c223fb,water/fx_water_stream_thin_long_lg
3902ab82330602e,water/fx_water_surface_100_rattle
f3977054cc11f32,water/fx_water_surface_rattle
d73ad41fe830c9d,water/fx_water_surface_wake_sm
73b6b779fab8d0c,water/fx_water_surge_splash_blood_xlg_os
e71ab600f9f5cb4,water/fx_water_surge_splash_md
fbe2bdf2a7ee1f1,water/fx_water_surge_splash_xlg_os
91f70005a835c39,water/fx_water_train_mist_kick_up_metro
1c35ff57e3fa7d5,water/fx_water_turbulance_debris_ethiopia
c035e155ca3b1ac,water/fx_water_under_fountain_sm
533641206ee69f1,water/fx_water_wake_tanker_blkstn
5f840eb7309351a,water/fx_water_wake_tanker_high_blkstn
4d88b7c6d5f966a,water/fx_water_waterfall_base_lg
9ced1a872ea59f4,water/fx_water_waterfall_base_lg_3
f8691ef75d96ab7,water/fx_water_waterfall_base_lg_dark
523e28c7f6d88fe,water/fx_water_waterfall_base_lg_dark_2
1f3b220cc0fa1e0,water/fx_water_waterfall_base_vista
2bd256d9dd19d84,water/fx_water_waterfall_base_xlg
4050546474cc9e2,water/fx_water_waterfall_underwater
1699c20ce815923,water/fx_water_waterfall_underwater_sm
3e6863d0b477858,water/fx_water_waterfall_underwater_wide
f3f42380f318b6f,water/fx_water_wood_plank_y_slide_blkstn
10b72230709dd34,water/fx_water_wood_plank_z_slide_blkstn
40352765fef6030,water/fx_waterfall_base_biodome
ba399595d58c5eb,water/fx_waterfall_sides_biodome
39d4310272307a1,water/fx_waterfall_underwater_biodomes
54e54b191907897,water/fx_wave_surge_splash_02_xlg
21fe5ea17675f94,water/fx_wave_surge_splash_debris_md
a714356d07a1efd,water/fx_wave_surge_splash_shoreline_blackstation_os
543887ec163555c,water/fx_wave_surge_splash_xlg
6a796af36a63ab5,water/fx_whisky_decal_igc_biodome
1f52372de84afe1,weapon/bouncing_betty/fx_betty_trail
5b2df97453d1f8,weapon/bouncing_betty/fx_explosion_betty_generic
99237c80b979632,weapon/bullet/fx_flesh_gib_fatal_01
19b4d71747e2a2c,weapon/fx8_muz_hero_sig_grapple_reelin_1p
276af04b8636575,weapon/fx_ability_concussive_wave_impact
458fd4be94418d1,weapon/fx_ability_concussive_wave_punch
6a45dd754bd6a45,weapon/fx_ability_elec_ravage_core_grenade_glow
6f01607875933fd,weapon/fx_ability_firebug_attack
b6540658c52c183,weapon/fx_ability_firebug_attack_damage
8973b7283be22d4,weapon/fx_ability_firebug_hunting
8fbefc8fc3d213f,weapon/fx_ability_firebug_start
a367e45104dd92e,weapon/fx_ability_firebug_swarm_die
19073780a87c779,weapon/fx_ability_firebug_travel
1d691c3f42d31a8,weapon/fx_ability_firefly_attack
ffeab8e316dbf4,weapon/fx_ability_firefly_attack_1p
78aba0e18980b10,weapon/fx_ability_firefly_attack_damage
4d4d0f179d74cce,weapon/fx_ability_firefly_chase_1p
8bf203e9122357f,weapon/fx_ability_firefly_hunting
20ea6ae6d550960,weapon/fx_ability_firefly_start
c255b364f464549,weapon/fx_ability_firefly_swarm_die
c29480095de7450,weapon/fx_ability_firefly_travel
1e5a720fe0ef8d2,weapon/fx_ai_human_tracer_fire_igc_doorbreach
176e60853a12f89,weapon/fx_ai_human_tracer_fire_igc_runner
20ce3d1a21d1db,weapon/fx_ai_human_tracer_fire_igc_single
afd91167f61141b,weapon/fx_ai_human_tracer_fire_runner
10e395b09bfb8d6,weapon/fx_ai_human_tracer_fire_runner_newworld
76e80afc1e72150,weapon/fx_ai_human_tracer_fire_runner_newworld_igc
82a0992abd89e69,weapon/fx_ai_human_tracer_fire_runner_prologue
adaa07edd351229,weapon/fx_ai_human_tracer_fire_single
8c82b5d92e3cb78,weapon/fx_ai_human_tracer_fire_single_newworld
508d091d2568792,weapon/fx_attchmnt_laser_3p
300e4d11a8e1e90,weapon/fx_attchmnt_laser_ramses
33175c69980857f,weapon/fx_betty_exp
1976e054e0c0622,weapon/fx_betty_exp_death
98bbd6c21ff18eb,weapon/fx_betty_exp_destroyed
6e64b9fd1c2f670,weapon/fx_betty_launch_dust
49cff37c25defc4,weapon/fx_betty_light
3506a66cac71ad1,weapon/fx_betty_light_blue
ab9809fa4fa94a0,weapon/fx_betty_light_green
aef8cc063f8ccaf,weapon/fx_betty_light_orng
873c219413df9e0,weapon/fx_betty_light_red
cc4f0baf61dda0,weapon/fx_blundersplat_blink
9416a9981ece6a5,weapon/fx_blundersplat_exp
b8e19ca0896e6ae,weapon/fx_blundersplat_exp_bounce
58ed9c46b71fe88,weapon/fx_blundersplat_impact
c88f5cc95eaf4a7,weapon/fx_blundersplat_muzzleflash
c8f493e2ea27a23,weapon/fx_blundersplat_muzzleflash_3p
bbc3e3e2deee260,weapon/fx_blundersplat_muzzleflash_ug
a440e32d671cb5e,weapon/fx_blundersplat_muzzleflash_ug_3p
e356b6889820646,weapon/fx_blundersplat_trail
53c849eb4131856,weapon/fx_brass_knuckle_taunt_sparks
3d7c6e6f95235a2,weapon/fx_c4_exp
e8e2ad5d617c56c,weapon/fx_c4_exp_concrete
c35078ba48d92f6,weapon/fx_c4_exp_dirt
d28097af5bb0835,weapon/fx_c4_exp_glass
5274462d415a4d2,weapon/fx_c4_exp_metal
4add2f9f9040def,weapon/fx_c4_exp_mud
3939a15e15e9cbd,weapon/fx_c4_exp_sand
601e415acdb6f84,weapon/fx_c4_exp_snow
a4edf74057b2e6,weapon/fx_c4_exp_wood
2617e76ed09d705,weapon/fx_c4_light
d8326e561c37156,weapon/fx_c4_light_blue
1a54c8bb3959d60,weapon/fx_c4_light_orng
ff9094ddadfdd25,weapon/fx_claymore_laser
2b9849ca134ce6,weapon/fx_dogfight_air_tracer
36ec0663f81e5dd,weapon/fx_dogfight_air_tracer_os
67149adf20ce4b3,weapon/fx_equip_light_os
3928c6d517f1f5b,weapon/fx_fire_trap_med_loop
7a7a3074884beac,weapon/fx_flak_single
e4a861318714ac9,weapon/fx_hero_annhilatr_death_blood
365f5f834015ebb,weapon/fx_hero_annhilatr_death_blood_trail_emitter
d9a36ac32c18d74,weapon/fx_hero_annhilatr_glint
9d57d6bf133aed0,weapon/fx_hero_annhilatr_impact_entity_exp
90dfc47e73c52a7,weapon/fx_hero_annhilatr_impact_entity_robot_exp
e8d6f6caad3153e,weapon/fx_hero_annhilatr_impact_exp
a07c2eb8a8550cc,weapon/fx_hero_annhilatr_muz_flsh_1p
a0eceeb8a8b83de,weapon/fx_hero_annhilatr_muz_flsh_3p
126aa57d9b0474f,weapon/fx_hero_arm_blade_death_blood
1676a58d92eb053,weapon/fx_hero_arm_blade_death_sparks
579c058f47c966f,weapon/fx_hero_arm_blade_glow
7bb0b74cecbd848,weapon/fx_hero_arm_blade_glow_attk
9258c84bb7cca54,weapon/fx_hero_arm_blade_glow_attk_1p
5d293aeb1b30081,weapon/fx_hero_battery_debri_fall_taunt_01
be8fd24d4fc5d8,weapon/fx_hero_battery_debri_impact_taunt_01
c38f98cc1614fa6,weapon/fx_hero_battery_exp2_taunt_01
5e1d2e663c3dcbe,weapon/fx_hero_battery_exp_taunt_01
d3782bd810e3713,weapon/fx_hero_battery_muz_taunt_01
ceff88b19cb51fa,weapon/fx_hero_betty_light_taunt
60b66f08c0bc184,weapon/fx_hero_blackjack_beam_source
f35277d4089190c,weapon/fx_hero_blackjack_beam_target
3a995b92e1e1248,weapon/fx_hero_bow_lnchr_accelerator
7528fdb1c1ea0da,weapon/fx_hero_bow_lnchr_exp_bot
ac90c972ed88094,weapon/fx_hero_bow_lnchr_exp_bot_trail_emitter
b87cd2ce72c500,weapon/fx_hero_bow_lnchr_glow
66b4218927d1c5b,weapon/fx_hero_bow_lnchr_impact
69dbc1652d4b2a0,weapon/fx_hero_bow_lnchr_impact_sm
dacbd12737145e5,weapon/fx_hero_bow_lnchr_taunt_flsh_01
42951d6c1ad94df,weapon/fx_hero_bow_lnchr_trail
340b79db3fe36fb,weapon/fx_hero_bow_lnchr_trail_emit
fb8332b5393bf80,weapon/fx_hero_bow_lnchr_trail_emit_sm
afc25909914914c,weapon/fx_hero_bow_lnchr_trail_sm
96eeea1821cedbd,weapon/fx_hero_chem_gun_blob_death
111d7582d5234b8,weapon/fx_hero_chem_gun_blob_exp
97a37dfd75de707,weapon/fx_hero_chem_gun_blob_impact
16fabe8954119dd,weapon/fx_hero_chem_gun_muz_flsh_1p
17697e89547168f,weapon/fx_hero_chem_gun_muz_flsh_3p
450fa6d8558e8ed,weapon/fx_hero_chem_gun_trail
6f4f3409465149a,weapon/fx_hero_crowbar_sparks_taunt
c03adb78f24ad97,weapon/fx_hero_crowbar_sparks_taunt_2
c03acb78f24abe4,weapon/fx_hero_crowbar_sparks_taunt_3
f32d0523e11c210,weapon/fx_hero_debri_exp_trail_taunt
8010a63bc45ee68,weapon/fx_hero_firefly_attack
73dc3712453f2b9,weapon/fx_hero_firefly_attack_limb
48de3671535b349,weapon/fx_hero_firefly_attack_limb_reaper
aa41d953cdf018,weapon/fx_hero_firefly_attack_ragdoll
415868ac93e68b4,weapon/fx_hero_firefly_blood
f8a4954b09f0fab,weapon/fx_hero_firefly_blood_os
f9a55fe148fafae,weapon/fx_hero_firefly_death
c0b3dab9659b9ae,weapon/fx_hero_firefly_death_bot_grnd
a8702af6fb6693f,weapon/fx_hero_firefly_hunting
1f16cc3b055dda6,weapon/fx_hero_firefly_sparks
db9b09f2c48d99d,weapon/fx_hero_firefly_sparks_os
7e3f0f697952c20,weapon/fx_hero_firefly_start
ee83dae47e02272,weapon/fx_hero_firefly_start_entity
6683b31b479d312,weapon/fx_hero_flamethrower_begin_1p
ad687f4ae85f43,weapon/fx_hero_flamethrower_begin_1p_uw
6612f31b473a000,weapon/fx_hero_flamethrower_begin_3p
d3815731de58d,weapon/fx_hero_flamethrower_begin_3p_uw
aa26d37880e7ea3,weapon/fx_hero_flamethrower_blocked
f6abeeae93bba15,weapon/fx_hero_flamethrower_drip_dth
da1597ec52b245f,weapon/fx_hero_flamethrower_emitter_1p
d9a6d7ec52527ad,weapon/fx_hero_flamethrower_emitter_3p
8ba8cad10acabee,weapon/fx_hero_flamethrower_end_1p
8b380ad10a678dc,weapon/fx_hero_flamethrower_end_3p
54399ded5a9f584,weapon/fx_hero_flamethrower_lensflare_taunt
d764f7e9448caa6,weapon/fx_hero_flamethrower_pilot_taunt
c40aea963630524,weapon/fx_hero_gibs_taunt_01
68c393166e3d81,weapon/fx_hero_gibs_taunt_decals
f89e7c389910d4,weapon/fx_hero_gibs_taunt_trail_emitter
3aa0d7b6dff76ea,weapon/fx_hero_grvity_spk_glow_1p
3a3017b6df943d8,weapon/fx_hero_grvity_spk_glow_3p
3d8c8f973cc38c3,weapon/fx_hero_grvity_spk_glow_3p_taunt
9899e0384daccd6,weapon/fx_hero_grvity_spk_grnd_hit_1p
7438425bbb2286c,weapon/fx_hero_grvity_spk_grnd_hit_concrete
8ebb2478ef2bdd0,weapon/fx_hero_grvity_spk_grnd_hit_default
9745b198b6408db,weapon/fx_hero_grvity_spk_grnd_hit_default_taunt
c6235c31b37f12a,weapon/fx_hero_grvity_spk_grnd_hit_default_taunt_rt
13d4960afbf45f6,weapon/fx_hero_grvity_spk_grnd_hit_dirt
baa3609df05e73,weapon/fx_hero_grvity_spk_grnd_hit_dust
b0a25eab80d2284,weapon/fx_hero_grvity_spk_grnd_hit_snow
80adb043ca748d5,weapon/fx_hero_lightning_gun_charge_taunt
2afbe6dec9d168,weapon/fx_hero_lightning_gun_death
309dafbc5de3791,weapon/fx_hero_lightning_gun_death_burst
77af7776aacd099,weapon/fx_hero_lightning_gun_death_hands
81d0b1275033020,weapon/fx_hero_lightning_gun_death_hands_lft
9f3af6c9f675c46,weapon/fx_hero_lightning_gun_muz_flsh_1p
56348bff5e9a503,weapon/fx_hero_lightning_gun_muz_flsh_1p_chrg
9ecc36c9f615f94,weapon/fx_hero_lightning_gun_muz_flsh_3p
d945c0aa4270ded,weapon/fx_hero_lightning_gun_muz_flsh_3p_chrg
50d025d53d96ca7,weapon/fx_hero_lightning_gun_muz_flsh_3p_taunt
4266562deece402,weapon/fx_hero_lightning_gun_muz_glow_1p
41f5962dee6b0f0,weapon/fx_hero_lightning_gun_muz_glow_3p
8cee697cd55d8,weapon/fx_hero_lightning_gun_player_trail
8589e9e2cdfabdf,weapon/fx_hero_lightning_gun_taunt_lightning
a51d7ec2f32a64d,weapon/fx_hero_machete_trail_taunt
85e2bc05c61169e,weapon/fx_hero_micro_missile_trail
f4c0d9be8ebb8aa,weapon/fx_hero_minigun_muz_1p
22eaf363e9b683,weapon/fx_hero_minigun_muz_3p_taunt
9c4a06c32585d7e,weapon/fx_hero_pineapple_death_blood
95e7cafa9cfc00,weapon/fx_hero_pineapple_exp
b480ee5eea54046,weapon/fx_hero_pineapple_exp_concrete
cc30b43b92c2b78,weapon/fx_hero_pineapple_exp_dirt
eb7c711c84ace33,weapon/fx_hero_pineapple_exp_glass
4f93436dd78ce34,weapon/fx_hero_pineapple_exp_metal
df9cb415075db91,weapon/fx_hero_pineapple_exp_mud
7b985f1c1ebcf7b,weapon/fx_hero_pineapple_exp_sand
ac957f19f52075a,weapon/fx_hero_pineapple_exp_snow
3375dd298571bd0,weapon/fx_hero_pineapple_exp_wood
54fc99895504899,weapon/fx_hero_pineapple_surface_bounce
b7718acb8a0cb4b,weapon/fx_hero_pineapple_trail
787db3bd63e2650,weapon/fx_hero_pineapple_trail_blue
17300e1c882578e,weapon/fx_hero_pineapple_trail_orng
ece78028c15d432,weapon/fx_hero_sparks_bounce_taunt
b3ccf997ee3cebb,weapon/fx_hero_sword_trail_taunt
72720f269204151,weapon/fx_incend_grenade_exp
dd52faf66e5aba3,weapon/fx_incend_grenade_fire_sm
ac2252fbc96b5cc,weapon/fx_incend_grenade_fire_sm_uw
39e4e7c0e85dde4,weapon/fx_incend_grenade_impact
85b658884ce7735,weapon/fx_incend_grenade_impact_c1
85b628884ce721c,weapon/fx_incend_grenade_impact_c2
505441ad0041c6a,weapon/fx_incend_grenade_trail
57ee0734fc33bdb,weapon/fx_incend_grenade_trail_uw
64ecb85d8cf221e,weapon/fx_ir_scope_hearbeat
692cdede5985341,weapon/fx_knife_impact
dc08fb2b9515819,weapon/fx_laser_wristcutter_biodome
fe6d0fed337e2ab,weapon/fx_laser_wristcutter_biodome_child1
3cfa507324896ef,weapon/fx_light_spike_launcher
82866e8973a2ad6,weapon/fx_light_spike_launcher_siegebot_tell
9b90a63cc8098c6,weapon/fx_lightninggun_arc
900b40a2e769544,weapon/fx_lightninggun_impact_player_spwner
da1cb8e0f1db6ca,weapon/fx_lmg_infinite_last_shot_1p
89c8feced1cb46,weapon/fx_magmagat_aoe
d68d0aece4a3efc,weapon/fx_magmagat_droplets
922a473b5801738,weapon/fx_magmagat_explode
e42c4dfee7b99cd,weapon/fx_magmagat_impact
f283394185dfc13,weapon/fx_magmagat_impact_decal
4d483bc353f06af,weapon/fx_magmagat_press_fire
97ccb907b897304,weapon/fx_magmagat_press_fire_light
9b2839528de09ce,weapon/fx_magmagat_press_fire_new
cb08d4b92e51fe1,weapon/fx_magmagat_press_sparks
65f085c32fb4089,weapon/fx_magmagat_press_steam
383d09496f69f59,weapon/fx_magmagat_press_steam_centre
9ee0462819354a6,weapon/fx_magmagat_press_steam_sides
56e2d71da481c1f,weapon/fx_magmagat_side_sparks
1c43d8e0e47ee69,weapon/fx_magmagat_trail_bolt
974ef5259c07868,weapon/fx_melee_chainsaw_smk_1p
a5e4ed735eb867a,weapon/fx_melee_chainsaw_smk_1p_emit
21e99c3f716f07,weapon/fx_melee_chainsaw_smk_1p_os
97afb5259c4f87a,weapon/fx_melee_chainsaw_smk_3p
3b667d615db474c,weapon/fx_melee_chainsaw_smk_3p_emit
63f09afe1a24f39,weapon/fx_melee_chainsaw_smk_3p_os
e16f60f9e234987,weapon/fx_melee_katana_distortion_trail
9c0c2ec68fb6aa0,weapon/fx_melee_katana_glint_1p_spawner
beb82ad356920e9,weapon/fx_mg_impact_dirt_runner_infection2
a7713d8073edc31,weapon/fx_mg_impact_runner_infection2
93c0f0c1d4ce91f,weapon/fx_minigun_startup_siegebot
9528f00a45596f9,weapon/fx_mpd_fire
82cb339834f9be5,weapon/fx_mpd_lightning
bc4fb723611841f,weapon/fx_mpd_tube
2e55b3844f24b81,weapon/fx_mpd_tube_glow
6d87f06685ae14f,weapon/fx_muz_apc_rail
be8783036cdc44d,weapon/fx_muz_break_lg_4_sqr_1p
bee643036d20dff,weapon/fx_muz_break_lg_4_sqr_3p
e24a139a96a485e,weapon/fx_muz_break_md_4arc_1p
e1d9539a964154c,weapon/fx_muz_break_md_4arc_3p
e72298e7856aac,weapon/fx_muz_break_md_4sqr_1p
ee2e98e78b9dbe,weapon/fx_muz_break_md_4sqr_3p
b5c1be0fbc591e4,weapon/fx_muz_break_md_6star_1p
b6307e0fbcb8e96,weapon/fx_muz_break_md_6star_3p
8b4a3e4c3eecf57,weapon/fx_muz_break_sm_4arc_1p
8ad97e4c3e89c45,weapon/fx_muz_break_sm_4arc_3p
d95fae7c8749a15,weapon/fx_muz_break_sm_4sqr_1p
d9d06e7c87acd27,weapon/fx_muz_break_sm_4sqr_3p
b5dbfe3fb105397,weapon/fx_muz_break_sm_6star_1p
b57b3e3fb0bd385,weapon/fx_muz_break_sm_6star_3p
7e43e69ff38187c,weapon/fx_muz_chppr_flash_3p
3a8bb774ab61c17,weapon/fx_muz_chppr_flash_sm_3p
db84b6497049cd1,weapon/fx_muz_chppr_gas_flash_sm_3p
3a87e3df18a3241,weapon/fx_muz_chppr_vtol
c61d636377995e1,weapon/fx_muz_dead_turret_3p
dd5f109baf29edb,weapon/fx_muz_discgun_1p
dcee509baec6bc9,weapon/fx_muz_discgun_3p
b600e89ffae89f8,weapon/fx_muz_discgun_uw_3p
4392957b8065692,weapon/fx_muz_energy_pistol_1p
4321d57b8002380,weapon/fx_muz_energy_pistol_3p
aef67fefad20c9f,weapon/fx_muz_energy_shotgun_1p
d446ea7415d8b8,weapon/fx_muz_energy_shotgun_1p_ug
ae87bfefacc0fed,weapon/fx_muz_energy_shotgun_3p
9d76788ee33b81a,weapon/fx_muz_energy_shotgun_3p_ug
72a6671719cc6a6,weapon/fx_muz_heavy_flash_base
e427bdd17ecbbe6,weapon/fx_muz_lg_gas_flash_1p
e3c8fdd17e87234,weapon/fx_muz_lg_gas_flash_3p
7dafdb50a5b0a4b,weapon/fx_muz_lg_gas_flash_bucksht_1p
7d4f1b50a568a39,weapon/fx_muz_lg_gas_flash_bucksht_3p
12d90d1639a8c24,weapon/fx_muz_lg_loop
81164d21acb7338,weapon/fx_muz_lg_mb_gas_flash_3p
6335edacf691d7e,weapon/fx_muz_lg_mg_1p
622d68f56550355,weapon/fx_muz_lg_mg_1p_4sqr_mb
62d52dacf649d6c,weapon/fx_muz_lg_mg_3p
1f4c33cda9d604f,weapon/fx_muz_lg_mg_3p_4sqr_mb
1e789af78082f71,weapon/fx_muz_lg_shtgun_1p
1ee75af780e2c23,weapon/fx_muz_lg_shtgun_3p
e47cba09ef45d1c,weapon/fx_muz_lg_shtgun_juiced_1p
a8a4ab61eef2f97,weapon/fx_muz_lopping_3p
ba8f8e04867c5bc,weapon/fx_muz_md_4arc_mb
262e8f2e0927bb6,weapon/fx_muz_md_gas_flash_1p
dfbcb197f2910f4,weapon/fx_muz_md_gas_flash_1p_pulse
25bfcf2e08c7f04,weapon/fx_muz_md_gas_flash_3p
57eac53522d2d1a,weapon/fx_muz_md_gas_flash_3p_pulse
a0bef1941845f48,weapon/fx_muz_md_mb_gas_flash_3p
66903d1957005a4,weapon/fx_muz_md_rifle_1p
89e0f4d390e2205,weapon/fx_muz_md_rifle_1p_4arc_mb
2e480e87e23a3f7,weapon/fx_muz_md_rifle_1p_4sqr_mb
15682def85487b5,weapon/fx_muz_md_rifle_1p_6star_mb
dd0799b88b3a97a,weapon/fx_muz_md_rifle_1p_pulse
66fefd195760256,weapon/fx_muz_md_rifle_3p
e7ec8ecb4de2ceb,weapon/fx_muz_md_rifle_3p_4arc_mb
371c3c5c743811d,weapon/fx_muz_md_rifle_3p_4sqr_mb
544461765c4c393,weapon/fx_muz_md_rifle_3p_6star_mb
4e43a1b30b457d8,weapon/fx_muz_md_rifle_3p_blue_doa
e827eeabfb14cd4,weapon/fx_muz_md_rifle_3p_pulse
ad1561d2a71b396,weapon/fx_muz_md_rifle_3p_tracer
7887e34afd2c059,weapon/fx_muz_md_smk_1p
78f8a34afd8f36b,weapon/fx_muz_md_smk_3p
f572730140de7a0,weapon/fx_muz_md_smk_air_1p
f5d3330141267b2,weapon/fx_muz_md_smk_air_3p
a62494d1c2ff197,weapon/fx_muz_md_sniper_1p
37b3a780e3ea486,weapon/fx_muz_minigun_flash_1p
6e298fb9d3ff601,weapon/fx_muz_pistol_igc
88b7733845245f4,weapon/fx_muz_robot_background_runner_prologue
1d639c3dead31d9,weapon/fx_muz_rocket_emp_3p
88c0a07532fd96a,weapon/fx_muz_rocket_multi_1p
884fe075329a658,weapon/fx_muz_rocket_multi_3p
a2d88e76f430176,weapon/fx_muz_rocket_xm_1p
a269ce76f3d04c4,weapon/fx_muz_rocket_xm_3p
6fc8e3bf5cd52c9,weapon/fx_muz_sm_gas_flash_1p
27a017ec498f91f,weapon/fx_muz_sm_gas_flash_1p_up
7039a3bf5d385db,weapon/fx_muz_sm_gas_flash_3p
36b4de89ca7f991,weapon/fx_muz_sm_gas_flash_3p_up
1af80aa7c9ffdfe,weapon/fx_muz_sm_gas_flash_purple_1p
b68e4f7d1d7f16f,weapon/fx_muz_sm_mb_gas_flash_1p
b61f8f7d1d1f4bd,weapon/fx_muz_sm_mb_gas_flash_3p
8ab77be91b4ae42,weapon/fx_muz_sm_pistol_1p
130b96a815ce111,weapon/fx_muz_sm_pistol_1p_3tri_mb
8d83c5cd49b3087,weapon/fx_muz_sm_pistol_1p_4arc_mb
960add75f448159,weapon/fx_muz_sm_pistol_1p_4sqr_mb
7ad9e822df0f56f,weapon/fx_muz_sm_pistol_1p_6star_mb
8a46bbe91ae7b30,weapon/fx_muz_sm_pistol_3p
55a10e087eecd9b,weapon/fx_muz_sm_pistol_3p_3tri_mb
10aa16ab43d42e1,weapon/fx_muz_sm_pistol_3p_4arc_mb
b51d305f9540b13,weapon/fx_muz_sm_pistol_3p_4sqr_mb
48088809d4ab5c1,weapon/fx_muz_sm_pistol_3p_6star_mb
a38d6858e36af84,weapon/fx_muz_sm_smg_ppsh_1p
a3fc2858e3cac36,weapon/fx_muz_sm_smg_ppsh_3p
1a2b2b097068de5,weapon/fx_muz_smk_silenced_1p
1a9beb0970cc0f7,weapon/fx_muz_smk_silenced_3p
2ef1afeeef90fb0,weapon/fx_muz_snpr_flash_3p
91b64ec5305e8e9,weapon/fx_muz_spike_launcher_1p
b398ee48ce5188f,weapon/fx_muz_veh_gun_med_3p
2c02b12b50a6f72,weapon/fx_muz_veh_hunter_lotus
8ab93464ccf86c1,weapon/fx_muz_veh_hunter_lotus_os
d27931954af2ff1,weapon/fx_muz_veh_minigun_lg_3p
d6d720fe18d9609,weapon/fx_muz_veh_minigun_xlg_3p
ada9cbd7ed34af3,weapon/fx_muz_veh_quad_mlrs_rocket_3p
c74b4de1fe3447a,weapon/fx_muz_veh_quad_rocket_3p
f46ae7bcfe29165,weapon/fx_muz_veh_rocket_med_3p
2f81124d33dd66b,weapon/fx_muz_veh_sentinel_sm_1p
2f10524d337a359,weapon/fx_muz_veh_sentinel_sm_3p
89ed1d818aa67ed,weapon/fx_muz_veh_siegebot_rocket_3p
3ca7333e54c9863,weapon/fx_muz_veh_siegebot_rocket_3p_mp
61dbbf4ffd37bf7,weapon/fx_muz_veh_theia_minigun_lg_3p
a6a195e39d4b6fc,weapon/fx_muz_veh_tiger_tank
7395d7b86a17db3,weapon/fx_muz_veh_wasp_rocket_sm_1p
e2dfbd5c73c6136,weapon/fx_muz_xlg_gas_flash_1p
e270fd5c7366484,weapon/fx_muz_xlg_gas_flash_3p
be892b4a35a9c1b,weapon/fx_muz_xlg_snpr_1p
be186b4a3546909,weapon/fx_muz_xlg_snpr_3p
f20eea4a511692a,weapon/fx_muz_xlrg_loop
23326d83a72266e,weapon/fx_one_inch_punch_zombie_glow
e742dfc4b3234f8,weapon/fx_prox_grenade_elec_jump
17c778dfe42bb50,weapon/fx_prox_grenade_elec_trail
c5dde55fc1b9f45,weapon/fx_prox_grenade_exp
40a181e0cd37884,weapon/fx_prox_grenade_exp_smk_ling
46cc7262090401a,weapon/fx_prox_grenade_exp_trail
186b7c6aea2cea8,weapon/fx_prox_grenade_impact
10e19317a12dbbf,weapon/fx_prox_grenade_impact_bolts
69dbf9dc9b687e4,weapon/fx_prox_grenade_impact_player_spwner
9777c9a41713b44,weapon/fx_prox_grenade_scan_blue
2a1fa174ba9bd98,weapon/fx_prox_grenade_scan_bolts
47418a2e11d5859,weapon/fx_prox_grenade_scan_grn
3557a826fa52402,weapon/fx_prox_grenade_scan_orng
ff8b1a27b4a7e3f,weapon/fx_prox_grenade_scan_red
